PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_4643	GLR12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	867	98151.75	Experimental evidence at transcript level	--NA--
PPepDB_4644	CRR57_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	286	31879.22	Experimental evidence at transcript level	--NA--
PPepDB_4645	IAAC3_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	168	18221.28	Experimental evidence at protein level	--NA--
PPepDB_4646	SCP13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	430	49150.32	Experimental evidence at transcript level	--NA--
PPepDB_4647	GLP1_IPONI	Ipomoea nil, Pharbitis nil	--NA--	Signaling-peptide	214	22608.38	Experimental evidence at transcript level	--NA--
PPepDB_4648	IP21_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	197	20984.67	Experimental evidence at transcript level	--NA--
PPepDB_4649	CRK18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	659	72799.01	Experimental evidence at transcript level	--NA--
PPepDB_4650	GUN9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	484	53274.04	Experimental evidence at protein level	--NA--
PPepDB_4651	LAC20_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	580	64761.26	Experimental evidence at transcript level	--NA--
PPepDB_4652	LAC20_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	580	64907.41	Protein inferred from homology	--NA--
PPepDB_4653	FLA4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	420	44238.79	Experimental evidence at protein level	--NA--
PPepDB_4654	AGP13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	59	6052.18	Experimental evidence at protein level	--NA--
PPepDB_4655	HPSE3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	536	59709.05	Experimental evidence at transcript level	--NA--
PPepDB_4656	INVB_DAUCA	Daucus carota	--NA--	Signaling-peptide	661	73864	Experimental evidence at protein level	--NA--
PPepDB_4657	COBL3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	457	50442.86	Experimental evidence at transcript level	--NA--
PPepDB_4658	PSKR_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	1008	112354.28	Experimental evidence at protein level	--NA--
PPepDB_4659	RIP4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	216	22175.97	Protein inferred from homology	--NA--
PPepDB_4660	BAK1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	615	68161.1	Experimental evidence at protein level	--NA--
PPepDB_4661	GRS10_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	164	17832.56	Experimental evidence at transcript level	--NA--
PPepDB_4662	PATA2_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42604.37	Experimental evidence at transcript level	--NA--
PPepDB_4663	PAT02_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42634.4	Experimental evidence at transcript level	--NA--
PPepDB_4664	PATA3_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42620.37	Experimental evidence at transcript level	--NA--
PPepDB_4665	PAT01_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42608.31	Experimental evidence at transcript level	--NA--
PPepDB_4666	PAT05_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42528.26	Experimental evidence at protein level	--NA--
PPepDB_4667	PAT03_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42556.27	Experimental evidence at transcript level	--NA--
PPepDB_4668	PAT13_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	387	42424.15	Experimental evidence at transcript level	--NA--
PPepDB_4669	MPA5B_LOLPR	Lolium perenne	--NA--	Signaling-peptide	339	33750.24	Experimental evidence at protein level	--NA--
PPepDB_4670	7SBG2_SOYBN	Glycine max	--NA--	Signaling-peptide	433	47204.96	Experimental evidence at protein level	--NA--
PPepDB_4671	PDI_RICCO	Ricinus communis	--NA--	Signaling-peptide	498	55560.75	Experimental evidence at transcript level	--NA--
PPepDB_4672	RN28_PANGI	Panax ginseng	--NA--	Signaling-peptide	238	27340.1	Experimental evidence at protein level	--NA--
PPepDB_4673	XTHB_PHAAN	Armoracia rusticana, Armoracia laphatifolia	--NA--	Signaling-peptide	293	34095.8	Experimental evidence at transcript level	--NA--
PPepDB_4674	XTH5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	293	33949.44	Experimental evidence at transcript level	--NA--
PPepDB_4675	BRU1_SOYBN	Glycine max	--NA--	Signaling-peptide	283	32254.59	Experimental evidence at transcript level	--NA--
PPepDB_4676	XTH_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	293	33422.44	Experimental evidence at transcript level	--NA--
PPepDB_4677	Y2267_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	658	71751.52	Experimental evidence at protein level	--NA--
PPepDB_4678	GLUB1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	499	56550.58	Experimental evidence at transcript level	--NA--
PPepDB_4679	NO20A_SOYBN	Glycine max	--NA--	Signaling-peptide	195	21068.2	Protein inferred from homology	--NA--
PPepDB_4680	NO20_SOYBN	Glycine max	--NA--	Signaling-peptide	185	20021.97	Experimental evidence at transcript level	--NA--
PPepDB_4681	RIPP_MIRJA	Mirabilis jalapa	--NA--	Signaling-peptide	278	31131.87	Experimental evidence at protein level	--NA--
PPepDB_4682	ATL2D_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	390	45014.09	Protein inferred from homology	--NA--
PPepDB_4683	LAC10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	558	61297.51	Experimental evidence at transcript level	--NA--
PPepDB_4684	LAC4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	558	61526.69	Experimental evidence at transcript level	--NA--
PPepDB_4685	PR4B_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	147	16235.33	Experimental evidence at transcript level	--NA--
PPepDB_4686	PSK2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	119	12624.03	Experimental evidence at protein level	--NA--
PPepDB_4687	PSK2_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	119	12563.94	Experimental evidence at protein level	--NA--
PPepDB_4688	CYSEP_RICCO	Ricinus communis	--NA--	Signaling-peptide	360	40110.92	Experimental evidence at protein level	--NA--
PPepDB_4689	BGAL4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	729	79995.57	Experimental evidence at transcript level	--NA--
PPepDB_4690	BGAL4_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	729	80094.7	Protein inferred from homology	--NA--
PPepDB_4691	PR1_MEDTR	Medicago truncatula	--NA--	Signaling-peptide	173	19760.24	Experimental evidence at transcript level	--NA--
PPepDB_4692	VSP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	270	30261.57	Experimental evidence at protein level	--NA--
PPepDB_4693	XCP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	355	39617.52	Experimental evidence at protein level	--NA--
PPepDB_4694	GUN22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	494	55019.45	Protein inferred from homology	--NA--
PPepDB_4695	LAC8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	554	60277.88	Protein inferred from homology	--NA--
PPepDB_4696	RIP1_TRIAN	Trichosanthes anguina	--NA--	Signaling-peptide	294	32234.58	Experimental evidence at protein level	--NA--
PPepDB_4697	GLR31_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	921	102612.97	Experimental evidence at transcript level	--NA--
PPepDB_4698	CRK2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	649	72000.42	Experimental evidence at protein level	--NA--
PPepDB_4699	FH4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	849	90280.92	Protein inferred from homology	--NA--
PPepDB_4700	KCS13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	466	52175.66	Experimental evidence at transcript level	--NA--
PPepDB_4701	LAC4_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	579	63052.29	Experimental evidence at transcript level	--NA--
PPepDB_4702	CRK10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	658	72954.85	Experimental evidence at protein level	--NA--
PPepDB_4703	VPE_CITSI	Citrus sinensis	--NA--	Signaling-peptide	494	54291.04	Experimental evidence at transcript level	--NA--
PPepDB_4704	NLTP2_GOSHI	Gossypium hirsutum, Gossypium mexicanum	--NA--	Signaling-peptide	120	11816.89	Experimental evidence at transcript level	--NA--
PPepDB_4705	KAF1_SORBI	Sorghum bicolor, Sorghum vulgare	--NA--	Signaling-peptide	269	29213.46	Protein inferred from homology	--NA--
PPepDB_4706	ZEAX_MAIZE	Zea mays	--NA--	Signaling-peptide	263	28484.27	Experimental evidence at transcript level	--NA--
PPepDB_4707	ZEAY_MAIZE	Zea mays	--NA--	Signaling-peptide	266	28987.71	Protein inferred from homology	--NA--
PPepDB_4708	CBP3_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	500	55334.08	Experimental evidence at transcript level	--NA--
PPepDB_4709	ARS_CHLRE	Chlamydomonas reinhardtii	--NA--	Signaling-peptide	647	72105.84	Experimental evidence at protein level	--NA--
PPepDB_4710	AMYA_VIGMU	Vigna mungo	--NA--	Signaling-peptide	421	46888.81	Experimental evidence at transcript level	--NA--
PPepDB_4711	CYO11_VIOOD	Viola odorata	--NA--	Signaling-peptide	118	12403.58	Experimental evidence at protein level	--NA--
PPepDB_4712	GUN13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	490	53448.2	Experimental evidence at transcript level	--NA--
PPepDB_4713	WAKLQ_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	657	72347.61	Experimental evidence at transcript level	--NA--
PPepDB_4714	CRK22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	660	73848.96	Experimental evidence at transcript level	--NA--
PPepDB_4715	CYT8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	123	12878.55	Experimental evidence at transcript level	--NA--
PPepDB_4716	EXLB1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	256	27576.1	Experimental evidence at transcript level	--NA--
PPepDB_4717	LAC1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	581	65228.57	Experimental evidence at transcript level	--NA--
PPepDB_4718	LAC16_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	566	62372.66	Experimental evidence at transcript level	--NA--
PPepDB_4719	XTH14_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	287	32740.16	Experimental evidence at protein level	--NA--
PPepDB_4720	EP1G_DAUCA	Daucus carota	--NA--	Signaling-peptide	389	43551.71	Experimental evidence at protein level	--NA--
PPepDB_4721	GUN3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	499	54426.71	Experimental evidence at transcript level	--NA--
PPepDB_4722	GUN15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	492	53591.44	Protein inferred from homology	--NA--
PPepDB_4723	GUN12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	491	53421.48	Protein inferred from homology	--NA--
PPepDB_4724	GUN14_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	491	53197.76	Experimental evidence at transcript level	--NA--
PPepDB_4725	CRK38_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	648	72919.61	Protein inferred from homology	--NA--
PPepDB_4726	BGAL3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	851	94709.88	Protein inferred from homology	--NA--
PPepDB_4727	CBP2_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	476	52625.12	Experimental evidence at protein level	--NA--
PPepDB_4728	XTH15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	289	32687.11	Experimental evidence at protein level	--NA--
PPepDB_4729	XTH7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	293	33680.98	Experimental evidence at transcript level	--NA--
PPepDB_4730	PGLR_MALDO	Malus domestica, Malus sylvestris	--NA--	Signaling-peptide	460	49403.62	Experimental evidence at transcript level	--NA--
PPepDB_4731	BGAL1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	847	93658.66	Experimental evidence at transcript level	--NA--
PPepDB_4732	SCP14_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	435	49019.91	Experimental evidence at transcript level	--NA--
PPepDB_4733	SCP16_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	435	49237	Experimental evidence at transcript level	--NA--
PPepDB_4734	MDL4_PRUSE	Prunus serotina	--NA--	Signaling-peptide	574	61682.14	Experimental evidence at transcript level	--NA--
PPepDB_4735	SCP41_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	469	52541.01	Experimental evidence at transcript level	--NA--
PPepDB_4736	PME2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	587	64172.78	Experimental evidence at transcript level	--NA--
PPepDB_4737	GLUB2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	495	56046.88	Experimental evidence at transcript level	--NA--
PPepDB_4738	GUN8_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	492	54610.37	Experimental evidence at transcript level	--NA--
PPepDB_4739	LAC3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	570	64026.98	Experimental evidence at transcript level	--NA--
PPepDB_4740	EA87_VICFA	Vicia faba	--NA--	Signaling-peptide	268	29999.35	Experimental evidence at transcript level	--NA--
PPepDB_4741	SVF30_VICFA	Vicia faba	--NA--	Signaling-peptide	268	29846.06	Experimental evidence at transcript level	--NA--
PPepDB_4742	EA92_VICFA	Vicia faba	--NA--	Signaling-peptide	268	29976.21	Experimental evidence at transcript level	--NA--
PPepDB_4743	EA30_VICFA	Vicia faba	--NA--	Signaling-peptide	268	29756.97	Experimental evidence at transcript level	--NA--
PPepDB_4744	MAN4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	408	45376.48	Protein inferred from homology	--NA--
PPepDB_4745	EXP21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	262	28134.31	Experimental evidence at transcript level	--NA--
PPepDB_4746	E133_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	501	53992.34	Experimental evidence at transcript level	--NA--
PPepDB_4747	COBRA_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	456	51202.65	Experimental evidence at transcript level	--NA--
PPepDB_4748	IBB1_SOYBN	Glycine max	--NA--	Signaling-peptide	110	12091.95	Experimental evidence at protein level	--NA--
PPepDB_4749	LCR15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	84	9307.09	Experimental evidence at transcript level	--NA--
PPepDB_4750	CHIX_PEA	Pisum sativum	--NA--	Signaling-peptide	320	34507.64	Experimental evidence at transcript level	--NA--
PPepDB_4751	EXP11_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	248	25064.85	Experimental evidence at transcript level	--NA--
PPepDB_4752	ZM33_MAIZE	Zea mays	--NA--	Signaling-peptide	109	10668.56	Experimental evidence at transcript level	--NA--
PPepDB_4753	CYF_CHLVU	Chlorella vulgaris	--NA--	Signaling-peptide	315	34212.85	Protein inferred from homology	--NA--
PPepDB_4754	CYF_ODOSI	Odontella sinensis	--NA--	Signaling-peptide	314	33854.89	Protein inferred from homology	--NA--
PPepDB_4755	THGF_HELAN	Helianthus annuus	--NA--	Signaling-peptide	78	8627.2	Experimental evidence at transcript level	--NA--
PPepDB_4756	LCR58_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	127	13624.52	Protein inferred from homology	--NA--
PPepDB_4757	THG_PETIN	Petunia integrifolia, Petunia inflata	--NA--	Signaling-peptide	78	8799.18	Experimental evidence at transcript level	--NA--
PPepDB_4758	ALEU_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	358	38959.07	Experimental evidence at protein level	--NA--
PPepDB_4759	PERN1_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	330	35731.77	Experimental evidence at protein level	--NA--
PPepDB_4760	NLTP4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	112	11405.46	Protein inferred from homology	--NA--
PPepDB_4761	NLTP3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	115	11693.79	Protein inferred from homology	--NA--
PPepDB_4762	2SS_RICCO	Ricinus communis	--NA--	Signaling-peptide	258	29289.69	Experimental evidence at protein level	--NA--
PPepDB_4763	NLTP_CICAR	Cicer arietinum	--NA--	Signaling-peptide	116	11687.77	Protein inferred from homology	--NA--
PPepDB_4764	NLTP_PYRCO	Pyrus communis	--NA--	Signaling-peptide	115	11463.41	Experimental evidence at protein level	--NA--
PPepDB_4765	NLTP_MALDO	Malus domestica, Malus sylvestris	--NA--	Signaling-peptide	115	11410.31	Experimental evidence at protein level	--NA--
PPepDB_4766	MPAT5_AMBTR	Ambrosia trifida	--NA--	Signaling-peptide	73	8058.43	Experimental evidence at protein level	--NA--
PPepDB_4767	IP22_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	223	24697.32	Experimental evidence at transcript level	--NA--
PPepDB_4768	PEL_ZINEL	Zinnia elegans	--NA--	Signaling-peptide	401	44406.9	Experimental evidence at protein level	--NA--
PPepDB_4769	IBBR_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	254	27789.74	Experimental evidence at protein level	--NA--
PPepDB_4770	IBBR_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	254	27755.73	Experimental evidence at transcript level	--NA--
PPepDB_4771	BGAL_ASPOF	Asparagus officinalis	--NA--	Signaling-peptide	832	92213.6	Experimental evidence at transcript level	--NA--
PPepDB_4772	LCR11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	102	10896.89	Protein inferred from homology	--NA--
PPepDB_4773	IBB2_PEA	Pisum sativum	--NA--	Signaling-peptide	114	12597.62	Experimental evidence at transcript level	--NA--
PPepDB_4774	IBB_LENCU	Lens culinaris	--NA--	Signaling-peptide	110	12266.2	Experimental evidence at protein level	--NA--
PPepDB_4775	FH9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	782	87120.14	Experimental evidence at transcript level	--NA--
PPepDB_4776	LECB_PHYAM	Phytolacca americana	--NA--	Signaling-peptide	361	39131.91	Experimental evidence at protein level	--NA--
PPepDB_4777	VSR3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	628	69744.11	Experimental evidence at transcript level	--NA--
PPepDB_4778	VSR4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	628	69812.31	Experimental evidence at transcript level	--NA--
PPepDB_4779	LCR80_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	122	13122.07	Experimental evidence at transcript level	--NA--
PPepDB_4780	LCR1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	89	10016.08	Experimental evidence at transcript level	--NA--
PPepDB_4781	P322_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	74	8413.89	Experimental evidence at transcript level	--NA--
PPepDB_4782	PAPA2_CARPA	Datisca glomerata	--NA--	Signaling-peptide	352	39414.6	Experimental evidence at protein level	--NA--
PPepDB_4783	MPAP1_PHAAQ	Phalaris aquatica	--NA--	Signaling-peptide	269	29010.73	Experimental evidence at protein level	--NA--
PPepDB_4784	SCR22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	96	10990.8	Experimental evidence at transcript level	--NA--
PPepDB_4785	CHI2_PEA	Pisum sativum	--NA--	Signaling-peptide	324	34677.94	Experimental evidence at protein level	--NA--
PPepDB_4786	JP630_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	622	68228.83	Experimental evidence at transcript level	--NA--
PPepDB_4787	PAFP_PHYAM	Phytolacca americana	--NA--	Signaling-peptide	65	6804.1	Experimental evidence at protein level	--NA--
PPepDB_4788	PERA_IPOBA	Ipomoea batatas	--NA--	Signaling-peptide	364	38693.06	Experimental evidence at protein level	--NA--
PPepDB_4789	CHIB_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	247	26583.55	Experimental evidence at protein level	--NA--
PPepDB_4790	EXP22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	273	30218.76	Experimental evidence at transcript level	--NA--
PPepDB_4791	VSR7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	625	69800.13	Experimental evidence at transcript level	--NA--
PPepDB_4792	Y5713_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	426	46607.14	Experimental evidence at protein level	--NA--
